,Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,Review
2166,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42561,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,32,22,9.2,"[' Business trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ']",300 day,48.2130607,16.4133973,SPA facilities are very good with a nice view over Vienna Front desk personnal especially FRUZSINA are very helpful proactively solving our needs will definitively return on my next trip
2170,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42469,8.7,Courtyard by Marriott Vienna Prater Messe,Slovenia,0,1766,30,6,10,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 1 night ']",333 day,48.2130607,16.4133973,Very good breakfast nice location of hotel staff was helpful and friendly all was good And there was nice view on city from hotel room and spa area
2174,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/22/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,33,19,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",346 day,48.2130607,16.4133973,Very nice modern hotel with large and clean rooms It is in the heart of Prater just 50 meters from the metro The staff is charming Very good price value scale
2180,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42559,8.7,Courtyard by Marriott Vienna Prater Messe,Philippines,0,1766,33,4,9.6,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 2 nights ']",361 day,48.2130607,16.4133973,It s very near the Metro station The breakfast buffet had a lot of choices Quiet area Near enough to the city center with just a coupleof stops via the Metro
2182,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/26/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,54,1,8.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",373 day,48.2130607,16.4133973,The location was excellent Walking distance hardly 100m from the metro line U2 that connects it to pretty much all the major attractions in Vienna within 15 mins The ambiance was nice and the room very comfortable The staff were helpful as well I would give it a big fat thumbs up
2186,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42405,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,91,12,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",458 day,48.2130607,16.4133973,What could you expect fro Marriott Good hotel Relatively good location Very close to the station and very quiet and safe around It takes about ten mins or even less to get to city centre if you get off at Universitat station The room was spacious and clean Pretty nice view from the room We had the double bedroom Didn t take any breakfast in the hotel as it was rather expensive 20 euros per person when you can spend about 15 euros only in the city for both
2194,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,12/13/2015,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,39,37,8.3,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",599 day,48.2130607,16.4133973,Well equipped and well sized clean room nice breakfast The hotel is only about a minute from the Ubahn you can reach the city centre easily and the Messe Exhibition Congress Center is just around the corner
2202,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42802,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,19,19,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",0 days,48.2130607,16.4133973,Nice clean and big rooms charming staff just a few steps from Parter and from the subway
2204,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/25/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Romania,0,1766,5,38,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",9 days,48.2130607,16.4133973,nice room excellent breakfast
2208,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42923,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,0,1766,16,13,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",27 days,48.2130607,16.4133973,Very nice location near the Ernst Happel Stadium Within walking distance Nice clean rooms
2209,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42893,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,7,1,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",28 days,48.2130607,16.4133973,The bed was extra comfy
2211,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42832,8.7,Courtyard by Marriott Vienna Prater Messe,Poland,0,1766,3,52,8.8,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",30 days,48.2130607,16.4133973,In Ordnung
2221,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/29/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Germany,0,1766,4,3,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",66 days,48.2130607,16.4133973,Breakfast is wonderful
2222,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/29/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,16,4,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",66 days,48.2130607,16.4133973,We like the view from room and comfort of bed we will come back soon
2223,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/29/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Australia,0,1766,17,12,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",66 days,48.2130607,16.4133973,Room was large staff helpful out of centre of city but easy access by the Metro
2224,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/22/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,17,18,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",73 days,48.2130607,16.4133973,Nice location walking distance to Prater and bus terminal Excellent breakfast comfortable and nice room
2226,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/16/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Singapore,0,1766,23,2,10,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",79 days,48.2130607,16.4133973,The beds were comfy hotel located close to the train station easy access to city center via train and awesome staff members
2227,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/15/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Poland,0,1766,5,7,9.6,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",80 days,48.2130607,16.4133973,It was Great
2228,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/15/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Serbia,0,1766,25,34,9.6,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",80 days,48.2130607,16.4133973,Very clean spacious rooms with new furniture helpful staff The subway U bahn stop right next to the hotel The neighborhood is safe
2229,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/14/2017,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,12,4,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 5 nights ']",81 days,48.2130607,16.4133973,It was a Marriott Excellent quality and value for money
2237,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,3/23/2017,8.7,Courtyard by Marriott Vienna Prater Messe,Germany,0,1766,22,27,7.9,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 1 night ']",133 day,48.2130607,16.4133973,Great gym and sauna Very nice room Good desk to work at Good lighting Good bed and linnens Good breakfast
2247,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,12/19/2016,8.7,Courtyard by Marriott Vienna Prater Messe,France,0,1766,10,1,7.9,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",227 day,48.2130607,16.4133973,Sauna and Hammam with free access very nice
2250,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,11/21/2016,8.7,Courtyard by Marriott Vienna Prater Messe,India,0,1766,14,9,10,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",255 day,48.2130607,16.4133973,Hotel staff very polite and efficient Room very comfortable Excellent value for money
2251,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,11/21/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,0,1766,3,11,10,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",255 day,48.2130607,16.4133973,Courteous staff
2252,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,11/14/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Italy,0,1766,8,9,8.3,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",262 day,48.2130607,16.4133973,fitness and wellness center very good breakfast
2255,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42380,8.7,Courtyard by Marriott Vienna Prater Messe,Australia,0,1766,14,17,8.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 2 nights ']",275 day,48.2130607,16.4133973,bed and cleanliness fabulous location good for city sight seeing and U bahn
2257,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42653,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,15,3,8.3,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']",297 day,48.2130607,16.4133973,Excellent location for Ernst Happel Stadium with very easy access to Metro system
2258,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42531,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,0,1766,4,11,10,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",301 day,48.2130607,16.4133973,Courtesy of Staff
2260,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42560,8.7,Courtyard by Marriott Vienna Prater Messe,United States of America,0,1766,15,1,9.2,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",330 day,48.2130607,16.4133973,We enjoyed our stay Staff very nice and helpful Rooms clean and comfortable
2261,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42530,8.7,Courtyard by Marriott Vienna Prater Messe,Russia,0,1766,18,3,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",331 day,48.2130607,16.4133973,Great location near Vienna University of Economics 20 minutes walk or 5 mins taxi ride to downtown
2265,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/27/2016,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,13,3,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",341 day,48.2130607,16.4133973,Room was clean and tidy all staff were friendly and smiling
2267,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/18/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Serbia,0,1766,6,4,7.1,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",350 day,48.2130607,16.4133973,Great hotel with great gym
2269,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/18/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Germany,0,1766,5,4,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ']",350 day,48.2130607,16.4133973,Everything was perfect
2270,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,8/13/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,7,2,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",355 day,48.2130607,16.4133973,Everything clean functioning and cozy
2274,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42559,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,11,6,10,"[' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",361 day,48.2130607,16.4133973,The Sauna was a great experience with my couple
2277,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42408,8.7,Courtyard by Marriott Vienna Prater Messe,Slovakia,0,1766,4,1,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",366 day,48.2130607,16.4133973,Delicious breakfast
2278,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/31/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Poland,0,1766,8,12,8.8,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",368 day,48.2130607,16.4133973,Sauna and spa very close to Prater
2281,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,7/26/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Argentina,0,1766,7,8,8.8,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 11 nights ', ' Submitted from a mobile device ']",373 day,48.2130607,16.4133973,The gym is very good
2286,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/25/2016,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,15,5,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 4 nights ']",435 day,48.2130607,16.4133973,Loved large airy room staff really friendly and nothing seemed too much trouble
2288,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,5/17/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Israel,0,1766,11,1,10,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",443 day,48.2130607,16.4133973,Location is very close to the train Only 2 minutes
2290,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42587,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,0,1766,15,4,10,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ']",452 day,48.2130607,16.4133973,We were asked if we needed a cot for our baby super service
2292,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,4/19/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,8,1,10,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",471 day,48.2130607,16.4133973,Kind staff well equipped gym good food
2293,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,4/19/2016,8.7,Courtyard by Marriott Vienna Prater Messe,Denmark,0,1766,22,14,10,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 1 night ']",471 day,48.2130607,16.4133973,friendly staff helping me to clarify invoice and help with how get to town and all 3 ladies very beautiful
2294,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42617,8.7,Courtyard by Marriott Vienna Prater Messe,United Kingdom,0,1766,13,1,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",481 day,48.2130607,16.4133973,Breakfast is great On site parking Almost touch the tube station
2298,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42644,8.7,Courtyard by Marriott Vienna Prater Messe,United Arab Emirates,0,1766,14,4,10,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",571 day,48.2130607,16.4133973,Easy access to the metro not far from city center around 20 minutes
2299,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42430,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,15,1,8.3,"[' Leisure trip ', ' Family with older children ', ' Deluxe Room ', ' Stayed 3 nights ']",578 day,48.2130607,16.4133973,Good access from highway close proximity to the city by underground silence decent atmosphere
2301,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42320,8.7,Courtyard by Marriott Vienna Prater Messe,Germany,0,1766,14,8,9.2,"[' Leisure trip ', ' Family with older children ', ' Deluxe Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",601 day,48.2130607,16.4133973,Breakfast well connected to the city center very clean comfortable bed excellent gym
2302,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,10/25/2015,8.7,Courtyard by Marriott Vienna Prater Messe,Hungary,0,1766,11,2,9.6,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",648 day,48.2130607,16.4133973,Polite and kind staff nothing that could not be resolved
2305,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42318,8.7,Courtyard by Marriott Vienna Prater Messe,Czech Republic,0,1766,10,1,9.2,"[' Leisure trip ', ' Family with older children ', ' Double or Twin Room ', ' Stayed 2 nights ']",662 day,48.2130607,16.4133973,Proximity to the centre to Prater and to highway
2306,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42014,8.7,Courtyard by Marriott Vienna Prater Messe,Iraq,0,1766,7,7,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",672 day,48.2130607,16.4133973,very smooth check in check out
2307,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,9/15/2015,8.7,Courtyard by Marriott Vienna Prater Messe,Austria,0,1766,6,18,9.2,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ']",688 day,48.2130607,16.4133973,Sauna Breakfast View from Room
2313,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,42255,8.7,Courtyard by Marriott Vienna Prater Messe,South Africa,0,1766,17,2,10,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",725 day,48.2130607,16.4133973,It was a breeze checking in at almost midnight glad the bar was open till late
2325,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/18/2017,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,55,1,9.2,"[' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",77 days,48.2340799,16.4210093,Quiet room garden view enjoyed in song of birds and frog sounds since small lake is nearby 5 min walk from metro and Austria Center Vienna and Vienna International Center UN hq Prater is only 3 stops away 1 stop away from Danube restaurants and near the hotel is 24 hour working Spar
2335,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,4/13/2017,8.6,Park Inn by Radisson Uno City Vienna,Macedonia,0,2341,61,1,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",112 day,48.2340799,16.4210093,For travelers having business arrangements related to VIC this is an excellent choice The location is perfect just across the VIC There is a park near by for relaxing and the metro station is on 3 minutes walk Breakfast is also very good In general the ambient offers a touch of a mountain cottage in the urban Vienna center
2340,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,1/25/2017,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,34,2,7.9,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ']",190 day,48.2340799,16.4210093,A wonderful breakfast to choose from extremely clean facility easy access to metro across street and up a ramp easy parking beneath building wonderful sized family rooms and beds were all comfortable
2343,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42826,8.6,Park Inn by Radisson Uno City Vienna,Russia,0,2341,44,36,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",211 day,48.2340799,16.4210093,The room and breakfast were excellent Big room and bathroom friendly staff There is free parking for guests Pretty good location subway station U1 line is located in 5 minutes on foot and 6 stations to city centre Internet connection was good
2346,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,12/19/2016,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,39,7,10,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 1 night ']",227 day,48.2340799,16.4210093,The hotel is very well connected to the other parts of the city by public transport and it has its own garage for guests cars The rooms are spacious and comfortable and the staff was very kind
2356,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,11/25/2016,8.6,Park Inn by Radisson Uno City Vienna,Sweden,0,2341,36,18,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",251 day,48.2340799,16.4210093,Very clean comfortable Perfect location if you visit IAEA But even for visiting the town it is a good location because with U1 you are in the centre of the town in 10 minutes
2358,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,11/14/2016,8.6,Park Inn by Radisson Uno City Vienna,Bulgaria,0,2341,72,12,10,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",262 day,48.2340799,16.4210093,Everything was excellent Very good transport connection shuttle bus from airport stops in front of the hotel The bus to the airport stops accross the street where you have also a metro station City sentre is about 15 minutes away by metro Excellent staff very helpfull very good English command Breakfast was very rich The restaurant is cosy and the whole breakfast experience was the best time of the day
2361,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42532,8.6,Park Inn by Radisson Uno City Vienna,Netherlands,0,2341,31,24,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",270 day,48.2340799,16.4210093,Conveniently located for business travelers near Vienna International Centre and U1 metro station Good breakfast included in the price Professional and nice staff Rooms are basic but adequate good WiFi
2363,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42471,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,0,2341,37,5,10,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 3 nights ']",272 day,48.2340799,16.4210093,The staff were great and lent us a tablecloth for our conference stand for 3 days We ate in at the hotel broccoli soup was delicious Short walk to Vienna Centre Wifi was great everywhere
2368,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42410,8.6,Park Inn by Radisson Uno City Vienna,Poland,0,2341,30,5,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",305 day,48.2340799,16.4210093,Everything was great Nice and helpfull hotel stuff Tasty breakfast The building is situated 3 minutes from the U bahn station very good conection to the city center
2373,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42409,8.6,Park Inn by Radisson Uno City Vienna,Poland,0,2341,30,1,10,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 1 night ']",335 day,48.2340799,16.4210093,Very good location close to the pubblic transport very comfortable and big room nice and helpful staff very good breakfast private hotel underground parking with no additional charge
2376,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42621,8.6,Park Inn by Radisson Uno City Vienna,Israel,0,2341,51,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 2 nights ']",359 day,48.2340799,16.4210093,Very nice hotel The family room was spacious and clean The staff was pleasant and the service was excellent The breakfast was very good Although the hotel location is not in the center there is a metro near the hotel and transportation is very convenient We have really enjoyed
2378,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,7/31/2016,8.6,Park Inn by Radisson Uno City Vienna,Belarus,0,2341,30,2,9.6,"[' Couple ', ' Standard Double or Twin Room ', ' Stayed 6 nights ']",368 day,48.2340799,16.4210093,We enjoyed staying in your hotel Our thanks to the personel at the reception special thanks to the Chief of the bar Mr Ferens for their professional work
2391,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,42619,8.6,Park Inn by Radisson Uno City Vienna,Australia,0,2341,27,9,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",420 day,48.2340799,16.4210093,Chocolates on the bed and turn down service Comfortable big beds Snack bar meals in the bar grilled veges with haloumi was delicious Great staff
2393,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/19/2016,8.6,Park Inn by Radisson Uno City Vienna,United States of America,0,2341,38,19,10,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",441 day,48.2340799,16.4210093,Thought the staff was exceptional went out of their way to be helpful Location was perfect easy quick access to old town Their directions to museums and concerts were easy to follow and restaurant recommendations exquisite
2394,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/19/2016,8.6,Park Inn by Radisson Uno City Vienna,Croatia,0,2341,36,2,10,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ']",441 day,48.2340799,16.4210093,Very friendly staff smart way of running hotel e g you can ask at the reception for things you didn t bring like shower cap dental kit etc Free parking cozy rooms nice garden
2396,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,5/13/2016,8.6,Park Inn by Radisson Uno City Vienna,United Kingdom,0,2341,63,2,10,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",447 day,48.2340799,16.4210093,Nice clean comfortable hotel the staff could not have been more helpful or friendly On entering or leaving there was always a greeting from the duty receptionist The bar staff were exactly the same Close access to the underground system as well the station being about 300 metres away We didn t have any other meals except breakfast which was excellent
2402,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,4/17/2016,8.6,Park Inn by Radisson Uno City Vienna,Bulgaria,0,2341,36,1,10,"[' Leisure trip ', ' Family with older children ', ' Family Room ', ' Stayed 3 nights ']",473 day,48.2340799,16.4210093,The hotel is clean and cozy with very friendly staff It is located near metro station close to the center of Vienna Here we spent a few unforgettable days and would love to come back
2404,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/29/2016,8.6,Park Inn by Radisson Uno City Vienna,Slovenia,0,2341,66,11,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']",492 day,48.2340799,16.4210093,Excellent breakfast good variety of food Near hotel is U Bahn station 6 stops to Stefansplatz Nice location close to skyscrapers it is not in Inner Stadt but very close to Donauinsel 3 stops to Prater They have free parking garage but there is not enough space if hotel is full of guests But it is possible to park on the street near hotel
2405,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,198,3/24/2016,8.6,Park Inn by Radisson Uno City Vienna,Romania,0,2341,37,1,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 9 nights ', ' Submitted from a mobile device ']",497 day,48.2340799,16.4210093,I spent 10 days at this hotel Room is big and very very clean and the staff is young and very friendly Breakfast is very consistent I have words of praise I recommend this hotel
